X,Y,Z,Name,Description,Season,Episode,BroadcastDate,Link,,,,,,,
-121.728997,45.3653581,0,05.06 Winter Survival,"About 400 times a year, search and rescue teams are deployed in Oregon. Most folks who get into trouble get lost in the snow, where the number one danger is death from hypothermia. Experts explain how to avoid falling victim to the cold.",5,6,11/11/93,,,,,,,,
-120.2525869,44.6397762,0,05.07 John Day Fossil Beds,"Central Oregon's John Day Fossil Beds National Monument contain a wealth of fossils from plants and animals that are millions of years old. But once the shifting ground exposes a fossil to the open air, researchers have only a few years to find and preserve it before it decomposes.",5,7,11/18/93,,,,,,,,
-123.7748889,43.9916438,0,05.07 Knowles Creek Salmon Habitat,Logging companies and environmentalists join forces to bring coho salmon back to one of Oregon's coastal creeks.,5,7,11/18/93,,,,,,,,
-121.4625737,44.6280079,0,05.07 North American Butterfly Count,"Every Fourth of July, volunteers across North America head out with nets to count the local butterflies. In the Metolius Basin, children and adults capture an array of colorful winged creatures, then let them go again. The information is used by the Forest Service and other agencies.",5,7,11/18/93,,,,,,,,
-123.1373589,44.5354714,0,05.08 Crop Chemicals,Farmers are experimenting with a new computer-aided system to make their use of agricultural chemicals more efficient. They use aerial infrared photography and computers to the analyze soil and the farm equipment is also computer-assisted.,5,8,12/2/93,,,,,,,,
-121.8025606,44.6807084,0,05.08 Mount Jefferson Climb,"Mt. Jefferson has a bad reputation of being the most difficult volcano to climb in Oregon. Join our team along as we take on the dangerous journey to the summit, and witness the total isolationism that so many climbers with independent spirits seek. With passages like the so-called ""death route"", huge jagged rocks, and unexpected fogs, find out why climbers put themselves in harms way to summit Mt. Jefferson.",5,8,12/2/93,,,,,,,,
-121.5085747,45.856057,0,05.08 Whitewater Canoeing,"For some, the canoe is a sedate way to paddle across a lake. But the whitewater rapids of Oregon's spring rivers are more to the taste of the Lower Columbia Canoe Club.",5,8,12/2/93,,,,,,,,
-119.4959523,46.545312,0,05.09 Hanford Cleanup Special,"Even though plutonium production ceased in 1989, the reservation still has millions of gallons of high-level radioactive waste buried in aging tanks. This one-hour documentary gives viewers an opportunity to see sites at the Hanford Nuclear Reservation that were previously off limits, and looks at federal options to cleanup the site, safety issues, and cost to the public.",5,9,1/27/94,,,,,,,,
-123.958446,46.554835,0,05.10 Sea Kayaking,We head to beautiful Willapa Bay in Washington with a group of sea kayakers and find out why they love this sport. Sea Kayaking,5,10,2/3/94,,,,,,,,
-122.8490909,46.9039987,0,05.10 Wolf Hybrids,"For their owners, a wolf-dog hybrid is a wonderful animal. But for others, there are compelling reasons to outlaw the ownership and breeding of hybrids.",5,10,2/3/94,,,,,,,,
-122.8480073,46.9038045,0,05.10 Wolf Recovery,"Wolves flourished in Oregon until they were trapped for fur and hunted as pests. The last wild wolves in Oregon were seen in the 1940s. Environmentalists are excited about the idea of reintroducing wolves to the state, but ranchers are opposed.",5,10,2/3/94,,,,,,,,
-118.3868433,45.1685955,0,05.11 Grande Ronde River Trip,This is a leisurely float down one of Oregon's hidden treasures. Eastern Oregon,5,11,2/10/94,,,,,,,,
,,0,05.11 Turtle Rescue,"Turtle populations are declining around the world. The Northwest Ecological Research Institute's Turtle Project is the state's largest turtle clinic, rehabbing sick and injured turtles so they can be returned to the wild. The clinic accepts all turtles, including the threatened Western pond turtle.",5,11,2/10/94,,,,,,,,
-124.0814727,44.4824026,0,05.11 Wild Cats,"Wild, abandoned house cats are not only breeding out-of-control, but they're also responsible for the deaths of millions of birds.",5,11,2/10/94,,,,,,,,
-122.7702216,45.2423469,0,05.12 Gyrocopters,"It's like a miniature helicopter, but the flying mechanism works differently. The gyrocopter is an oddity of the sky, beloved by a handful of hobbyists in Oregon, who gather monthly at the Aurora air strip.",5,12,2/24/94,,,,,,,,
-122.6018974,45.549361,0,05.12 Tree Topping,"Topping trees - that is, cutting them off bluntly across their highest branches - is common in urban areas. Experts increasingly recommend against the practice, and recommend more healthy, natural ways to prune trees.",5,12,2/24/94,,,,,,,,
-118.3834288,42.5220263,0,05.12 Ultra Light Flight,"Wait until you see the beauty of the Alvord Desert from the seat of an ultra light plane! Join recreational pilots from all over the pacific northwest at the annual Alvord Desert Ultra Light Fly-in, and enjoy the view of the ""slow, stop-and-smell-the-roses flying"" that the ultra light pilots have come to love. Safety is at the forefront of pilots' minds this particular weekend, but the thrill of the flight outweighs their fears of any danger.",5,12,2/24/94,,,,,,,,
-121.2916476,44.3761256,0,05.13 Water Rights Special,Most of the rights to the water in our rivers and streams were given away to settlers before the turn of the century in order to turn worthless desert into farmland. But now more and more people want to put a stop to these irrigation diversions.,5,13,3/3/94,,,,,,,,
,,,06.01 Dippers,"The only truly aquatic song bird, the American dipper or water ouzel lives near fast-moving streams in the Pacific Northwest. An expert explains how they use their wings to manoever underwater and some of their other unusual adaptations.",6,1,10/13/94,,,,,,,,
-119.1162222,42.9726266,0,06.01 Harney County,"Harney County, Oregon covers 10,180 square miles, but only about seven thousand people live within its boundaries. One can travel along a main highway for miles without seeing a house or fence, just an occasional road that leads seemingly nowhere. The discovery of gold in the early 1860s brought thousands of prospectors through the area. Cattle ranchers, attracted by the vast amount of bunchgrass soon began moving their herds into the region.",6,1,10/13/94,,,,,,,,
-122.170904,43.9015923,0,06.01 Winter Bears,"Biologists struggle through rugged, snowy terrain in search of a female black bear. Even though she's wearing a radio collar, she's hard to find. This mother bear, with two cubs, is part of a five-year study of the health of the bear population in the Cascades. The scientists literally crawl into her den to check up on her.",6,1,10/13/94,,,,,,,,
-118.6026911,42.327223,0,06.02 Borax Lake Chubb,"Mineral build up with the consistency of corroded concrete creates a natural bowl on the Alvord desert floor holding a very special and interesting lake in place. With temperatures upwards of 100 degrees and water concentrated with arsenic and lead, Borax Lake is a chemical soup uninhabitable by most types of aquatic life. Meet a tiny fish, the Borax Lake Chub, that has managed to survive in these incredibly harsh conditions.",6,2,10/20/94,,,,,,,,
-121.5602512,42.5562897,0,06.02 Helicopter Logging,"Logging by helicopter helps to preserve and protect land and soil from destruction that would normally be caused by the use of heavy equipment in traditional logging. The 31,000 acre Cook Canyon site near Klamath, Oregon has been an area valued for its spiritual aspects. The logging operation is expensive and has a high potential for danger and must be run efficiently and with a heightened awareness of the workers.",6,2,10/20/94,,,,,,,,
-118.8416322,43.2643215,0,06.02 John Scharff,"Now in his nineties, John Scharff talks about the history of the Malheur Wildlife Refuge, which he managed from its founding in 1935 until 1971. He and his wife Florence Scharff recount the history of the area, where old homesteads crumble as wildlife returns.",6,2,10/20/94,,,,,,,,
-90.8745069,32.3338473,0,06.03 Dams and Waterways,"The US Army Corps of Engineers and scientists work with models of our Pacific northwest dams in order to find out how best to improve migration of our salmon runs and protect juveniles from predators as they are released into the river. OFG travels to Vicksburg, MS where the models have been set up and captures the experiments at work.",6,3,10/27/94,,,,,,,,
,,,06.03 Mastodon II,"With a new guide, Field Guide returns to the Owyhee Reservoir in search of rumored petroglyphs depicting long-extinct mastodons.",6,3,10/27/94,,,,,,,,
-121.5865277,44.8927826,0,06.03 Salmon Camp,"The Oregon Museum of Science and Industry sponsors Salmon Camp, a special summer camp for American Indian kids. They talk about the historic importance of salmon for Oregon tribes, but also teach the kids career skills in the management and protection of salmon.",6,3,10/27/94,,,,,,,,
-121.7894266,44.901657,0,06.04 Dynamiting Trees,Learn about the process of blowing up trees in order to create habitat for wildlife. Logging and the clearing of the logged areas have left little for animals and birds that require snags and hollowed out tree trunks for their survival.,6,4,11/3/94,,,,,,,,
-120.8610714,44.3146152,0,06.04 Rock Hounds,Jean Bucknam is an experienced rock hound who searches for special rocks from the geologically rich area around Prineville. She's helping the state identify good spots to make into public rock collecting areas. She offers tips on hounding and responsible collecting.,6,4,11/3/94,,,,,,,,
-123.929073,42.436363,0,06.04 Siskiyous,"Follow the Oregon Field Guide crew on horseback along narrow trails and rugged terrain, passing through charred remains of the 1987 Silver Fire as they climb to the top of Bald Mountain. This is a special trip lead by Dave Willis, a fierce advocate for protection of this richly biodiverse area. Meet Lou Gold, a resident of the area that shows us flowers and offers up a ceremony for the area. Continue the trip down into the Illinois River Canyon.",6,4,11/3/94,,,,,,,,
-117.1547075,45.1892449,0,06.05 Black Bears,"Join Oregon Field Guide and two ODFW wildlife biologists as they take a trip on horse through the Wallowa Mountains in the northeast corner of Oregon. ODFW makes this trip annually, tracking a small heard of Big Horn Sheep. OFG is looking for the local black bear which are highly concentrated in this corner of the state. Learn more about the black bear and their habitat. See other local wildlife as well.",6,5,11/10/94,,,,,,,,
-124.2008875,43.6617306,0,06.05 Oregon Lighthouses,"Oregon lighthouses have been operating for over 120 years, some still remain active. From Yaquina Head, view the stormy sea looking out through windows. The Umpqua Lighthouse lantern is a specular marvel with over 2 tons of glass and 1,000 prisms. Bandon, Cape Blanco, and Heceta Head lighthouses are all part of a rich history linked to high seas danger and shipwrecks. The Coos Bay Coast Guard now manages the active lighthouses by remote control.",6,5,11/10/94,,,,,,,,
,,,06.05 Orienteering,"In Scandinavian countries Orienteering draws thousands of fans and competitors, in Oregon the sport is just getting started. Spend a day with the Columbia River Orienteering club as their members introduce you to this fun and challenging sport. The club welcomes everyone to join in the fun. Watch some of the days race participants to see if this is sport you've been waiting for.",6,5,11/10/94,,,,,,,,
-122.0999177,42.0341852,0,06.06 Klamath River Special,"Half-hour special report on economic and environmental demands that have taxed the Klamath River basin over the last century. Interviews with miners, ranchers, fishermen, and loggers give us a better understanding of the region's complex problems.",6,6,11/17/94,,,,,,,,
-121.6785968,44.0048149,0,06.07 Biathlon,"Biathlete Sam Cordell takes us through a winter biathlon course, tracking his speed on cross country skis and mixing it with his ability at target shooting and marksmanship. The sport challenges the fast paced rigor of physical activity with the requirements of calm precise movements in handling a rifle. There is also a summer version of this sport, where running replaces skiing. See how this sport is gaining in popularity here in the states.",6,7,11/24/94,,,,,,,,
-118.9572434,44.4187366,0,06.07 Chinese Wall,"The Chinese played a major role during the gold mining days of the 1860's in eastern Oregon. Archeologist Priscilla Wegars, an expert on northwest Chinese history leads participants of the Forest Service's ""Passports in Time"" archeological program as they unearth an old building site outside of Granite, Oregon. Visit the Kam Wah Chung Museum in John Day and view other fascinating artifacts from that era.",6,7,11/24/94,,,,,,,,
-120.2447853,44.6363609,0,06.07 John Day Flowers Photo Essay,John Day Flowers Photo Essay,6,7,11/24/94,,,,,,,,
-120.215058,45.6199543,0,06.07 Recycling Trash,"The increasing expense of shipping garbage to landfills, and a glut in the recycling market, puts pressure on the waste disposal business. Some resort to dumping garbage illegally in the woods or over cliffs.",6,7,11/24/94,,,,,,,,
-121.9535919,44.0827136,0,06.08 H.O.R.S.E.S.,A group of physically challenged campers packs into the Three Sisters Wilderness for a four day outing. Riding in on horseback allows the group to enjoy the scenic mountain area that they otherwise would be unable to access.,6,8,12/1/94,,,,,,,,
-124.0444036,44.6207119,0,06.08 Pacific Volcanoes,"Underwater microphones, called hydrophones, reveal that underwater earthquakes and other volcanic activity are much more common than scientists once imagined. This activity off the Oregon coast may be affecting the climate.",6,8,12/1/94,,,,,,,,
,,,06.08 Sheep Dogs,"Border collies were bred in Scotland to help control large herds of sheep. They are still used for work, but more often, in Oregon, raising and training these intelligent dogs is a hobby. Their sheep herding skills are reserved for formal competition.",6,8,12/1/94,,,,,,,,
-123.173767,45.341918,0,06.09 Cutting Horses,"In a heard of cattle its hard to separate just one cow from the group, and that's where ""cutters"" come in. Cutters are highly specialized at this one task. It takes years of training, but also natural ability to be a great cutter. We profile Norm and Carmen Bryant of Yamhill Oregon, they operate a breeding and training facility which develops both riders and horses for this thrilling sport.",6,9,2/2/95,,,,,,,,
-118.0904572,42.22461,0,06.09 Lahontan Cutthroat Count,"Fish scientists gather in the southeastern Oregon desert to count the threatened Lahontan cutthroat trout. Grazing cattle have damaged the trout's native streams, but lately, ranchers are changing their ways.",6,9,2/2/95,,,,,,,,
-122.6117177,45.3577097,0,06.09 Sturgeon,"Follow biologists as they conduct their research to protect Oregon's sturgeon. Learn more about this amazing fish, known to grow to lengths of 20 feet and weigh close to 1,500 lbs. Because of the dams on the Snake and Columbia River, their environment has been severely altered. Biologists collect data to set harvest rates and understand more fully how this fish is to survive.",6,9,2/2/95,,,,,,,,
-122.5104606,44.9219481,0,06.10 Dinosaur Bones,Join paleontologist Dave Taylor and his team as they work to remove a hadrosaur fossil bone embedded in sandstone on the Oregon coast. The hadrosaur or duck-bill was a common herbavore of the Upper Cretaceous Period over 80 million years ago.,6,10,2/9/95,,,,,,,,
-119.2599121,45.8700171,0,06.10 High Tech Water Conservation,"In the Columbia Basin of Eastern Oregon, good soil and sunshine are plentiful but water is scarce. Farmers are using sensors and computers to optimize the efficiency of their irrigation systems.",6,10,2/9/95,,,,,,,,
,,,06.10 Outdoor Access,Three outdoor spots accessible to people with disabilities.,6,10,2/9/95,,,,,,,,
-121.0800043,43.3845096,0,06.11 Raptorman,"Jim Anderson, a man who has devoted his life to Oregon birds of prey, takes us to his secret sites. He shows us raptor nests in central Oregon and bands young birds of prey, including golden eagles, ferruginous hawks, Swainson's hawks and red-tailed hawks.",6,11,2/16/95,,,,,,,,
-117.333312,45.2199164,0,06.11 Wallowa Mountain Fossils,"The majestic peaks of the Wallowa Mountains in Northeast Oregon were mud deposits at the bottom of the ocean about 220 million years ago. The evidence is in the many fossils found in the area, the remains of sea life like corals, sponges, snails and clams.",6,11,2/16/95,,,,,,,,
-117.7143742,42.0010347,0,06.12 Civil War Road Story,"Wagonmasters were a valuable asset during the Civil War years of this country. Wagons carried gold along the treacherous back country roads from Silver City to McDermitt, OR supporting the financially strapped government. Local rancher, George Wilkinson, drives the OFG crew along these roads. Bob Boyd of the Oregon High Desert Museum tells us more of the story. Mike Hanley, rancher and stagecoach restorer, takes us for a ride in one of his rigs.",6,12,2/23/95,,,,,,,,
-120.2710448,44.66272,0,06.12 Jerry Hunt,"The scenery of Oregon is photographer and retired fire fighter Jerry Hunt. He travels the state, sometimes hiking 20 miles with 80 pounds of photographic gear on his back.",6,12,2/23/95,,,,,,,,
-122.7904527,45.661887,0,06.12 Sauvie Island Controversy,"Sauvie Island, at the confluence of the Willamette and Columbia rivers, is home to a wildlife area meant to protect migrating birds. But visitors were loving the place to death. New restrictions to protect the area are annoying to some of those visitors.",6,12,2/23/95,,,,,,,,
-121.992759,44.366987,0,07.01 Clear Lake Dive,Clear Lake in the Cascade Mountains was formed when a volcanic eruption dammed the MacKenzie River thousands of years ago. An expert dive team plunges into the cold water in search of a buried forest.,7,1,10/12/95,,,,,,,,
-122.7546402,45.6048487,0,07.01 Cyclo-cross,"For athletes who spend their summers on mountain bikes, cyclo-cross provides a short but intense burst of bike-riding action. The race follows a rough, muddy cross-country course that requires riders to carry their bikes part of the way.",7,1,10/12/95,,,,,,,,
-117.424043,45.4673124,0,07.01 Lostine Bighorn Sheep,"Rocky Mountain bighorn sheep were wiped out in Oregon, but since the 1970s they've been reintroduced. After some ups and downs, the herd at Lostine in the Wallowas is doing well, and it's time to move some of these sheep into new range.",7,1,10/12/95,,,,,,,,
-122.3194117,45.5520052,0,07.02 Columbia River Dredge,A high-tech workhorse keeps the Columbia River deep enough for the big ships. The Army Corps of Engineers has to keep dredging the same spots over and over to keep the minimum depth of 40 feet.,7,2,10/19/95,,,,,,,,
-121.7531522,45.3626625,0,07.02 Debris Flows,"Oregon's volcanoes have a history of catastrophic eruptions. One effect of an eruption is a debris flow, which is like a flash flood of ash and debris as thick as wet cement. Since the eruption of Mount St. Helens in 1980, scientists have been studying this phenomenon more closely.",7,2,10/19/95,,,,,,,,
-124.1114185,44.254811,0,07.02 Wildlife Viewing,"From seals to elk, ""The Wildlife Viewing Guide"" is a book full of tips on where to find some of the best wildlife viewing in the state. The publishers hope it will also get folks involved in conservation.",7,2,10/19/95,,,,,,,,
-121.9845482,45.8089964,0,07.03 Canopy Crane,"Lifting researchers about 200 feet in the air, the Wind River Canopy Crane offers an unprecedented look at the canopy of an old growth forest. This is the only crane in a temperate forest climate in the world.",7,3,10/26/95,,,,,,,,
-121.9087196,42.0427309,0,07.03 Cattle Drive,"It's getting cold in Bear Valley, Oregon, 1600 pregnant cows have to be moved to lower ground. Come on along on one of the last big cattle drives still going on in Oregon, led by generations of cowboys.",7,3,10/26/95,,,,,,,,
,,,07.03 Forest Canopy,Amazing equipment gives researchers access to the the old growth Forest Canopy.,7,3,10/26/95,,,,,,,,
-119.0159716,43.1270028,0,07.04 Desert Plants,"The American Indian inhabitants of upper Harney County never developed agriculture‚ and they didn't need to. The high desert land offers plenty of hunting and gathering of edible plants, if you know where and when to look.",7,4,11/2/95,,,,,,,,
-121.6888081,43.7165846,0,07.04 Gap Analysis,"The Oregon Department of Fish and Wildlife is starting to use images of the earth, taking from satellites orbiting in space, to form wildlife management plans.",7,4,11/2/95,,,,,,,,
-123.0757128,44.8336741,0,07.04 Wetland Restoration,"Seasonally flooding wetlands are crucial for many species. But most of the land set aside for wildlife is in the mountains and forests, not in the Willamette Valley. Private landowners are working with the government to restore parts of their farms back to natural wetlands habitat.",7,4,11/2/95,,,,,,,,
-121.8383328,44.2877538,0,07.05 Cascade Roads,Early settlers in the Willamette Valley were cut off from the east by the Cascade Mountains. In the 1850s they began building roads through the dense forest and across bare lava beds.,7,5,11/9/95,,,,,,,,
-117.0239214,42.0028842,0,07.05 Endangered Invertebrates,"Invertebrates play an essential role in the world's various ecosystems. Without invertebrates, the plants and animals that rely on them as pollinators and food supply, would suffer irreparably. Rediscover some amazing invertebrates that until now were thought to be long extinct. Found nowhere else in the world but Oregon, these beautiful bugs are a special find for entomologist Paul Hammond.",7,5,11/9/95,,,,,,,,
-121.6612914,45.3753174,0,07.05 Senior Citizen Hiking,Come on along for a hike on Mount Hoods' Timberline Trail with a group from the City of Portland's Senior Outdoor Program. The program hosted six weekly hikes allowing participants to circle Mount Hood.,7,5,11/9/95,,,,,,,,
-121.7063159,45.1815367,0,07.06 Conservation Service,Over 100 different sites in the mountains of the Pacific Northwest are rigged up with monitoring equipment that sends information about snow and rainfall into a central database. A range of officials uses the information to manage water usage and warn when flood conditions threaten.,7,6,11/16/95,,,,,,,,
-123.3273656,45.2673693,0,07.06 Fire Lookouts,"Earlier in the century, sentinels were posted at fire lookouts to keep watch for forest fires. Only a few of the tall wooden towers survive, and fans hope to restore and save the historic structures.",7,6,11/16/95,,,,,,,,
-119.4799946,46.5953942,0,07.06 Hanford Environment,"The Hanford Nuclear Reservation, where atomic bombs were developed, has remained off-limits to human beings. It's home to the largest undisturbed grassland in the country, an ecological treasure preserving animals and plants.",7,6,11/16/95,,,,,,,,
-123.2066132,44.6949595,0,07.07 Falconry,Witness a unique relationship between humans and hawks as we explore the sport of falconry. Field Guild follows two Harris' hawks and their handlers on a hunt for wild rabbits.,7,7,11/23/95,,,,,,,,
-121.9363166,45.645182,0,07.07 Fish Barging,"Every year, juvenile salmon and steelhead are shipped downstream to the mouth of the Columbia on special barges. This allows them to avoid deadly dams on their journey to the sea, but it may cause other problems for the endangered fish.",7,7,11/23/95,,,,,,,,
-123.2036789,44.6968356,0,07.07 Wheelchair Rabbit Hunt,"The E.E. Wilson Wildlife Area is criss-crossed with level roads, making it ideal for a hunter who requires wheelchair accessability. Meet one handicapped man who loves to hunt rabbit so much, he's organized hunts for other disabled folks in the area near Corvallis.",7,7,11/23/95,,,,,,,,
-117.0138494,42.0008305,0,07.08 Lumber Families,This is a very personal look at how three families are dealing with all of the changes in the logging industry.,7,8,11/30/95,,,,,,,,
-121.9190276,42.3587776,0,07.09 Klamath Basin Photo Essay,A leisurely trip through south central Oregon's Klamath Basin as seen through the eyes of our videographers.,7,9,2/1/96,,,,,,,,
-124.483818,42.4546009,0,07.09 Offshore Islands,"Visit the beauty of Oregon's rugged coastline and the offshore islands to find out more about the regions fascinating seabird population. There are over 1400 rocks and islands which make up the Oregon Island's National Wildlife Refuge, critical for seabird nesting and habitat. Almost 1.2 million seabirds nest yearly on the Oregon Coast. Head out to the Oregon Coast Aquarium for a close up view of Tufted Puffins, Oystercatchers, and Murres.",7,9,2/1/96,,,,,,,,
-118.7871226,45.6710497,0,07.09 Pendleton Bordellos,"At the turn of the century, downtown Pendleton's streets were lined with honkytonks. Many had brothels upstairs, and some have been preserved, while others remain uninhabited.",7,9,2/1/96,,,,,,,,
-118.3318397,42.6490546,0,07.09 Rattlers,"Join a herpatologist who leaves no stone unturned in search of western rattlesnakes, Oregon's only dangerously poisonous reptile. Don't try this at home!",7,9,2/1/96,,,,,,,,
-121.5622908,44.3004132,0,07.10 Elk Ranching,"There are 110,000 wild elk in Oregon, and about 300 that live on private ranches. According to the Oregon Department of Fish and Wildlife, the domesticated elk pose a threat to the wild population. Elk ranchers disagree.",7,10,2/8/96,,,,,,,,
-117.2846251,43.4280867,0,07.10 Honeycombs Adventure,"This remote area in eastern Oregon offers spectacular rock formations and caves that were once home for prehistoric man. Dramatic and colorful volcanic formations abound in this remarkable canyon. Time and erosion have carved out unique features in the rock which give it a honeycomb effect. The area is administered by the Bureau of Land Management. Visit a hundred year old wild horse trap, and explore caves once used by prehistoric populations.",7,10,2/8/96,,,,,,,,
-121.7122927,45.3982032,0,07.10 Snowmobilers,The Mount Hood Snowmobile Club consists of enthusiasts who like to buzz around out in the snow. The club also gets together to give kids battling cancer a day of fun.,7,10,2/8/96,,,,,,,,
-122.0510102,42.4970875,0,07.11 and 28.12 Klamath Canoe Trail,Join us for a leisurely tour of the Upper Klamath National Wildlife Refuge. A canoe trail through the refuge's marshes and wetlands provides a perfect opportunity to spot birds and other wildlife.,7,11,2/15/96,,,,,,,,
-124.4428945,43.106465,0,07.11 Beach Sand Erosion,"The Oregon coast is a beautiful place to build a home, but being this close to the power of the sea can be very dangerous.",7,11,2/15/96,,,,,,,,
-124.0204161,44.6242509,0,07.11 Surimi,"Once considered a trash fish, Pacific hake has received a lucrative make-over and is now one of Oregon's top commercial catches. It's name was changed to Pacific whiting, and new processing methods allowed new uses for the fish. At the same time, Asia began clamoring for surimi, a multi-purpose processed fish product used to make imitation crab and other foods.",7,11,2/15/96,,,,,,,,
-121.5373819,45.6394916,0,07.12 Beekepers,"They do more than make honey. Bees are crucial to the cherry, pear and apple orchards of the Hood River Valley. Professional beekeepers in Oregon rent the use of their bees to farmers as far away as California.",7,12,2/22/96,,,,,,,,
-121.2022729,43.9486518,0,07.12 Bend Cave Controversy,"Cave climbing is growing as a recreational sport, but those who seek to preserve these geologic wonders worry that this seemingly innocent activity is causing irreparable damage to the cave's surface. The caves in Bend, Oregon are a fragile legacy of a very violent volcanic age. In order to ensure their existence for appreciation by future generations, recreational cave-goers may be required to cooperate with preservationist efforts.",7,12,2/22/96,,,,,,,,
-119.4198059,44.8208801,0,07.12 Monument High School Research,"High school students from Monument, in Northeast Oregon, collect water quality data for school credit. Their measurements are used by government agencies, as well.",7,12,2/22/96,,,,,,,,
-122.486492,45.0707858,0,07.13 Harlequin Ducks,"The harlequin duck's lifestyle is as distinctive as its black and white markings. Spending most of their time along the coast, they head inland to nest. An OSU biologist scours turbulent mountain streams in search of the ducks' nesting area.",7,13,2/29/96,,,,,,,,
-118.9967455,42.9061032,0,07.13 Lizards,"In the hot, dry climate of Harney County, many types of lizard thrive. Meet the horned lizard, the leopard lizard, and the collared lizard, which can eat a small mouse.",7,13,2/29/96,,,,,,,,
-122.7808396,45.7503568,0,07.13 Sauvie Island Photo Essay,"Visit beautiful Sauvie Island through the eyes of Oregon Field Guide's photographers. Listen to the songs and calls of Sauvie Island's bird life as you look at species including cormorant, great blue heron, crow, and Californa quail, as well as hundreds of Canada geese and sandhill cranes.",7,13,2/29/96,,,,,,,,
-123.2435476,44.5973637,0,07.13 Yellowjacket Harvest,"Millions of Americans are allergic to yellow jackets. For some, a sting can be fatal. One Corvallis man is harvesting yellow jackets so that pharmaceutical companies can use them to create a vaccine. He's also learned a lot about their complicated task-sharing society.",7,13,2/29/96,,,,,,,,
-120.6463006,45.6968353,0,08.01 Gooseman,The Gooseman knows all there is to know about the migrating Canada geese of Sherman County. Follow Russel Belshee as he keeps tabs on the visitors.,8,1,10/10/96,,,,,,,,
-122.8760864,45.5674719,0,08.01 Salamanders,"Salamanders, frogs, beetles, spiders and other creatures feed, reproduce and die in the surpringly complex world of a small suburban pond. A herpetologist from Portland Community College points out the features of a rough-skinned salamander, which lives part time underwater and is protected from predators by a powerful toxin. Warning: graphic newt sex scene and explicit snail sex talk.",8,1,10/10/96,,,,,,,,
-122.2864377,44.8168829,0,08.01 Winter Feeding,"The elk of Elkhorn Ridge spend their summers up in the mountains, but in the winter, they head to lower elevations to feed. As the lowlands filled with ranches, the elk began to eat and destroy haystacks. But by feeding the elk in winter, managers have solved the conflict.",8,2,10/10/96,,,,,,,,
-122.4205397,43.8572501,0,08.02 Hell Hole,"Hidden away high in the central Cascade Mountains is a bizarre land formation known only to a lucky few. Known as Hell Hole, this geologic feature is actually a tension crack at the edge of an ancient lava flow. A pair of forest service geologists lead us on a dangerous, off-trail adventure to explore this massive crack in the ground.",8,2,10/17/96,,,,,,,,
-122.141045,45.5790004,0,08.02 Osprey,"The osprey, a kind of hawk, dives right into the water to catch fish. These large birds were in serious trouble in the 1960s, but now their numbers are increasing steadily. A researcher says two main factors in their recovery are the banning of the pesticide DDT and osprey's ability to adapt to a more urban environment.",8,1,10/17/96,,,,,,,,
-120.7106171,43.2657608,0,08.02 Paiute Blessing,North Lake School is a small school near Christmas Valley that draws students from a vast rural district that was the ancestral home of the Paiute Indians. Members of the tribe deliver a formal blessing to the school and share their legends with students who are mostly of European descent.,8,2,10/17/96,,,,,,,,
-121.3593497,45.6733384,0,08.03 Gorge Wildflowers,"Camas, lupine, monkeyflower and fiddleneck are among the more than 800 wildflowers native to the Columbia River Gorge. Russ Jolley and Nancy Russell give us a tour and explain why the gorge is such a good place for biological diversity.",8,3,10/24/96,,,,,,,,
-123.9443626,45.7269087,0,08.03 Neahkanie Treasure,"In the 16th century, sailors landed on the Oregon coast near Manzanita. They left behind stones carved with mysterious words and symbols. Legend has it that the stones are keys to finding buried treasure on Neahkahnie Mountain.",8,3,10/24/96,,,,,,,,
-122.7800726,44.0613858,0,08.03 Predator Control,"The USDA's Animal Damage Control Program eliminates animals that threaten livestock and cause other kinds of mischief. They kill hundreds of thousands of wild animals a year in Oregon, including about 100 bears and 7000 to 8000 coyotes.",8,3,10/24/96,,,,,,,,
-122.659931,45.4103365,0,08.04 Rowing,Discover the joy and hard work it takes to be a first class rower. Willamette river Oregon,8,4,10/31/96,,,,,,,,
-123.0298187,44.9353193,0,08.04 Squirrels,"Tree squirrels some of our most familiar wild animals, but also some of the least studied. The play an important role in the ecosystem, helping to distribute the seeds of plants and trees and providing a food source for predators. Non-native species such as gray squirrels and fox squirrels thrive in many urban areas, displacing native species like the western gray squirrel.",8,4,10/31/96,,,,,,,,
-123.9168613,46.0147467,0,08.04 Tsumani Danger,"Geologists are now convinced ancient, monstrous earthquakes and tsunami waves have battered the Oregon coast again and again. Given its violent past, the big question is, “Can it happen again?”",8,4,10/31/96,,,,,,,,
-118.0924764,45.6973561,0,08.05 Bear Capture,Run with the dogs as they track bear in the Oregon Blue Mountains. It’s all part of a science project to monitor population trends and learn more about where the bears go and what they eat.,8,5,11/7/96,,,,,,,,
-122.2421556,45.4515136,0,08.05 Camp Agape,"Thanks to dedicated volunteers, children at Camp Agape do all the fun things that kids at summer camp do, even though they have cancer. The camp provides the support needed for these kids, their parents and their siblings to swim, play and get away from it all.",8,5,11/7/96,,,,,,,,
-118.566665,42.7140837,0,08.05 Steens Insects,"High in the Steens Mountain Canyon, a violent battle for survival is underway, as fierce carnivores stalk unwary prey.",8,5,11/7/96,,,,,,,,
